Kend,year,month,day,hour,localHour,dayTime,MP1rms,MP1rms_Smoothed,NMRI_Proxy,NMRI_Proxy_smoothed,maximum_MP1rms
,21,10,2,6,23,274.96,0.2194,0.235836083,0.510771282,0.47412131,
,21,10,2,7,0,274.00,0.210026,0.235775375,0.53167388,0.47425668,
,21,10,2,8,1,274.04,0.257516,0.235899375,0.425778384,0.473980179,
,21,10,2,9,2,274.08,0.245358,0.235834583,0.45288888,0.474124654,
,21,10,2,10,3,274.13,0.261899,0.235675292,0.416004959,0.474479851,
,21,10,2,11,4,274.17,0.212444,0.235866375,0.526282107,0.474053764,
,21,10,2,12,5,274.21,0.160125,0.23585775,0.64294554,0.474072996,
,21,10,2,13,6,274.25,0.193938,0.235794417,0.56754768,0.47421422,
,21,10,2,14,7,274.29,0.274797,0.236203,0.387244376,0.473303141,
,21,10,2,15,8,274.33,0.191312,0.236506667,0.573403261,0.472626011,
,21,10,2,16,9,274.38,0.308542,0.236503542,0.311998145,0.472632979,
,21,10,2,17,10,274.42,0.26491,0.236502167,0.409290886,0.472636045,
,21,10,2,18,11,274.46,0.226933,0.236606417,0.493973835,0.472403583,
,21,10,2,19,12,274.50,0.245871,0.236591708,0.451744968,0.472436381,
,21,10,2,20,13,274.54,0.343091,0.236793083,0.234959116,0.471987345,
,21,10,2,21,14,274.58,0.280043,0.236694917,0.375546592,0.472206242,
,21,10,2,22,15,274.63,0.247521,0.237099792,0.448065718,0.471303432,
,21,10,2,23,16,274.67,0.173045,0.237648833,0.6141359,0.470079152,
,21,10,3,0,17,275.71,0.226201,0.236677542,0.495606084,0.472244985,
,21,10,3,1,18,275.75,0.209915,0.236486458,0.531921393,0.472671072,
,21,10,3,2,19,275.79,0.208492,0.236616208,0.535094468,0.472381749,
,21,10,3,3,20,275.83,0.200421,0.236922042,0.553091573,0.471699787,
,21,10,3,4,21,275.88,0.215395,0.237138375,0.519701825,0.471217397,
,21,10,3,5,22,275.92,0.283391,0.236844583,0.368081059,0.471872508,
,21,10,3,6,23,275.96,0.21788,0.236742042,0.514160652,0.47210116,
,21,10,3,7,0,275.00,0.219832,0.236787417,0.509807988,0.471999981,
,21,10,3,8,1,275.04,0.264804,0.236701833,0.40952725,0.472190819,
,21,10,3,9,2,275.08,0.245283,0.236676042,0.453056119,0.47224833,
,21,10,3,10,3,275.13,0.261866,0.236474958,0.416078544,0.472696715,
,21,10,3,11,4,275.17,0.214946,0.236605417,0.520703027,0.472405813,
,21,10,3,12,5,275.21,0.159772,0.236524167,0.643732677,0.472586988,
,21,10,3,13,6,275.25,0.198771,0.236554125,0.556770823,0.472520186,
,21,10,3,14,7,275.29,0.272441,0.237081708,0.392497898,0.471343755,
,21,10,3,15,8,275.33,0.201029,0.235759,0.551735825,0.474293194,
,21,10,3,16,9,275.38,0.321719,0.235617708,0.282615434,0.474608253,
,21,10,3,17,10,275.42,0.241599,0.235618,0.46127088,0.474607602,
,21,10,3,18,11,275.46,0.222347,0.235671375,0.504199919,0.474488584,
,21,10,3,19,12,275.50,0.248985,0.235493042,0.44480122,0.474886241,
,21,10,3,20,13,275.54,0.350431,0.235535208,0.218592029,0.474792215,
,21,10,3,21,14,275.58,0.285235,0.235323667,0.363969219,0.475263921,
,21,10,3,22,15,275.63,0.24047,0.235766667,0.463788378,0.474276098,
,21,10,3,23,16,275.67,0.170584,0.235637,0.619623557,0.474565235,
,21,10,4,0,17,276.71,0.22729,0.235139417,0.493177779,0.475674771,
,21,10,4,1,18,276.75,0.207861,0.23479575,0.536501502,0.476441095,
,21,10,4,2,19,276.79,0.207873,0.235030083,0.536474744,0.475918567,
,21,10,4,3,20,276.83,0.195595,0.235380333,0.563852821,0.475137563,
,21,10,4,4,21,276.88,0.218526,0.235262708,0.51272017,0.475399849,
,21,10,4,5,22,276.92,0.281441,0.235039792,0.372429264,0.475896919,
,21,10,4,6,23,276.96,0.218599,0.23481475,0.512557391,0.476398728,
,21,10,4,7,0,276.00,0.232494,0.234696125,0.481573649,0.476663244,
,21,10,4,8,1,276.04,0.233059,0.234911125,0.480313784,0.476183826,
,21,10,4,9,2,276.08,0.241892,0.234868542,0.460617534,0.476278781,
,21,10,4,10,3,276.13,0.261873,0.234947375,0.416062935,0.476102994,
,21,10,4,11,4,276.17,0.216227,0.23528525,0.517846591,0.475349584,
,21,10,4,12,5,276.21,0.155492,0.235105333,0.653276428,0.475750771,
,21,10,4,13,6,276.25,0.199783,0.235168625,0.554514216,0.475609641,
,21,10,4,14,7,276.29,0.267364,0.235273667,0.403818838,0.475375414,
,21,10,4,15,8,276.33,0.211661,0.235043708,0.528028078,0.475888186,
,21,10,4,16,9,276.38,0.318607,0.234976167,0.289554722,0.476038793,
,21,10,4,17,10,276.42,0.229657,0.234781708,0.487899728,0.476472406,
,21,10,4,18,11,276.46,0.214099,0.2349195,0.522591708,0.476165151,
,21,10,4,19,12,276.50,0.254609,0.234731667,0.432260553,0.476583991,
,21,10,4,20,13,276.54,0.358837,0.234761083,0.199847924,0.476518397,
,21,10,4,21,14,276.58,0.282412,0.234669667,0.370264081,0.476722242,
,21,10,4,22,15,276.63,0.23512,0.234978667,0.475718067,0.476033219,
,21,10,4,23,16,276.67,0.165183,0.235253292,0.631666968,0.475420847,
,21,10,5,0,17,277.71,0.224443,0.235069917,0.499526157,0.475829745,
,21,10,5,1,18,277.75,0.213021,0.23465775,0.524995485,0.476748814,
,21,10,5,2,19,277.79,0.206851,0.234965917,0.538753649,0.476061649,
,21,10,5,3,20,277.83,0.197487,0.234985833,0.559633948,0.476017238,
,21,10,5,4,21,277.88,0.226635,0.235230542,0.49463833,0.475471576,
,21,10,5,5,22,277.92,0.277123,0.234912333,0.382057749,0.476181132,
,21,10,5,6,23,277.96,0.220118,0.234944125,0.509170251,0.476110241,
,21,10,5,7,0,277.00,0.235015,0.235079292,0.475952201,0.47580884,
,21,10,5,8,1,277.04,0.22754,0.235379917,0.492620317,0.475138492,
,21,10,5,9,2,277.08,0.240271,0.235145583,0.464232118,0.47566102,
,21,10,5,10,3,277.13,0.257206,0.235008458,0.426469637,0.475966788,
,21,10,5,11,4,277.17,0.219534,0.235606458,0.510472483,0.474633339,
,21,10,5,12,5,277.21,0.150984,0.234822125,0.663328584,0.476382283,
,21,10,5,13,6,277.25,0.200489,0.235087833,0.552939943,0.475789794,
,21,10,5,14,7,277.29,0.26517,0.235246417,0.408711125,0.475436177,
,21,10,5,15,8,277.33,0.219077,0.235411042,0.511491523,0.475069088,
,21,10,5,16,9,277.38,0.325198,0.235429292,0.274857791,0.475028393,
,21,10,5,17,10,277.42,0.225256,0.235497,0.497713291,0.474877414,
,21,10,5,18,11,277.46,0.204207,0.235471917,0.544649368,0.474933346,
,21,10,5,19,12,277.50,0.262005,0.235352417,0.415768595,0.475199813,
,21,10,5,20,13,277.54,0.359315,0.235447792,0.198782057,0.474987141,
,21,10,5,21,14,277.58,0.288285,0.235312958,0.357168182,0.475287799,
,21,10,5,22,15,277.63,0.227483,0.235670958,0.492747418,0.474489513,
,21,10,5,23,16,277.67,0.165946,0.235983583,0.629965593,0.473792407,
,21,10,6,0,17,278.71,0.227687,0.236611125,0.492292529,0.472393084,
,21,10,6,1,18,278.75,0.220236,0.235215,0.508907129,0.475506231,
,21,10,6,2,19,278.79,0.201227,0.235418667,0.551294315,0.475052086,
,21,10,6,3,20,278.83,0.194196,0.235767833,0.566972379,0.474273497,
,21,10,6,4,21,278.88,0.240987,0.23638825,0.462635547,0.472890062,
,21,10,6,5,22,278.92,0.258299,0.236214458,0.424032413,0.473277591,
,21,10,6,6,23,278.96,0.226495,0.236323167,0.494950509,0.473035188,
,21,10,6,7,0,278.00,0.238821,0.236231208,0.467465398,0.473240241,
,21,10,6,8,1,278.04,0.231491,0.236385333,0.483810186,0.472896566,
,21,10,6,9,2,278.08,0.240709,0.236273792,0.463255445,0.473145287,
,21,10,6,10,3,278.13,0.258831,0.236173708,0.422846134,0.473368457,
,21,10,6,11,4,278.17,0.218932,0.237366375,0.511814851,0.470708991,
,21,10,6,12,5,278.21,0.148116,0.236069458,0.669723789,0.473600919,
,21,10,6,13,6,278.25,0.202778,0.236422042,0.547835821,0.472814711,
,21,10,6,14,7,278.29,0.261934,0.236754375,0.415926914,0.472073659,
,21,10,6,15,8,278.33,0.227669,0.237043875,0.492332667,0.471428117,
,21,10,6,16,9,278.38,0.332701,0.237050917,0.25812724,0.471412416,
,21,10,6,17,10,278.42,0.240317,0.237311,0.464129545,0.470832469,
,21,10,6,18,11,278.46,0.1707,0.237660417,0.619364895,0.470053323,
,21,10,6,19,12,278.50,0.266893,0.237645083,0.404869097,0.470087514,
,21,10,6,20,13,278.54,0.367695,0.238173042,0.180095928,0.468910247,
,21,10,6,21,14,278.58,0.303175,0.238379417,0.323965741,0.468450062,
,21,10,6,22,15,278.63,0.223312,0.238672,0.502048116,0.467797646,
,21,10,6,23,16,278.67,0.168555,0.239060125,0.624147919,0.466932186,
,21,10,7,0,17,279.71,0.22548,0.238674333,0.497213805,0.467792443,
,21,10,7,1,18,279.75,0.223935,0.238180167,0.50065892,0.468894359,
,21,10,7,2,19,279.79,0.19855,0.238381292,0.557263619,0.468445881,
,21,10,7,3,20,279.83,0.191794,0.238404458,0.572328474,0.468394223,
,21,10,7,4,21,279.88,0.269611,0.238720208,0.398808369,0.467690148,
,21,10,7,5,22,279.92,0.227173,0.238304625,0.493438671,0.468616836,
,21,10,7,6,23,279.96,0.234957,0.238569667,0.476081532,0.468025834,
,21,10,7,7,0,279.00,0.246797,0.23841825,0.449680128,0.46836347,
,21,10,7,8,1,279.04,0.238439,0.238457833,0.4683172,0.468275205,
,21,10,7,9,2,279.08,0.240878,0.238496,0.4628786,0.468190099,
,21,10,7,10,3,279.13,0.265073,0.238249792,0.408927421,0.468739106,
,21,10,7,11,4,279.17,0.227318,0.238829625,0.493115343,0.467446166,
,21,10,7,12,5,279.21,0.147748,0.238244458,0.670544373,0.468750999,
,21,10,7,13,6,279.25,0.215449,0.238387708,0.519581413,0.468431573,
,21,10,7,14,7,279.29,0.266887,0.238570625,0.404882476,0.468023697,
,21,10,7,15,8,279.33,0.234691,0.238899,0.476674672,0.46729147,
,21,10,7,16,9,279.38,0.342016,0.238437833,0.237356203,0.468319802,
,21,10,7,17,10,279.42,0.231058,0.238383667,0.484775711,0.468440585,
,21,10,7,18,11,279.46,0.15884,0.238568792,0.645810895,0.468027785,
,21,10,7,19,12,279.50,0.27172,0.238402458,0.394105619,0.468398683,
,21,10,7,20,13,279.54,0.368251,0.238794042,0.178856132,0.467525511,
,21,10,7,21,14,279.58,0.310753,0.23880975,0.30706795,0.467490484,
,21,10,7,22,15,279.63,0.213338,0.239074083,0.524288623,0.466901061,
,21,10,7,23,16,279.67,0.174916,0.23910725,0.609963854,0.466827104,
,21,10,8,0,17,280.71,0.221846,0.2390365,0.505317073,0.466984866,
,21,10,8,1,18,280.75,0.224885,0.238999833,0.498540564,0.467066627,
,21,10,8,2,19,280.79,0.199466,0.239070625,0.555221078,0.466908772,
,21,10,8,3,20,280.83,0.185885,0.23915925,0.585504648,0.466711152,
,21,10,8,4,21,280.88,0.283527,0.239474792,0.3677778,0.466007542,
,21,10,8,5,22,280.92,0.213129,0.239294417,0.524754661,0.466409751,
,21,10,8,6,23,280.96,0.238395,0.2399405,0.468415314,0.464969083,
,21,10,8,7,0,280.00,0.251187,0.239206125,0.439891094,0.466606628,
,21,10,8,8,1,280.04,0.24632,0.239006875,0.450743766,0.467050925,
,21,10,8,9,2,280.08,0.22981,0.239143208,0.487558561,0.466746923,
,21,10,8,10,3,280.13,0.263773,0.2390265,0.411826223,0.467007165,
,21,10,8,11,4,280.17,0.231761,0.239486833,0.483208127,0.465980691,
,21,10,8,12,5,280.21,0.143756,0.239626375,0.679445927,0.465669534,
,21,10,8,13,6,280.25,0.224847,0.239723958,0.498625299,0.465451938,
,21,10,8,14,7,280.29,0.267264,0.239530208,0.404041823,0.465883971,
,21,10,8,15,8,280.33,0.241035,0.239521,0.462528514,0.465904505,
,21,10,8,16,9,280.38,0.342812,0.239124292,0.235581243,0.466789104,
,21,10,8,17,10,280.42,0.22936,0.239128708,0.488561993,0.466779255,
,21,10,8,18,11,280.46,0.15796,0.23923275,0.647773162,0.466547258,
,21,10,8,19,12,280.50,0.273419,0.23923875,0.390317107,0.466533879,
,21,10,8,20,13,280.54,0.370378,0.239613792,0.174113245,0.465697593,
,21,10,8,21,14,280.58,0.318326,0.239566958,0.290181309,0.465802024,
,21,10,8,22,15,280.63,0.209009,0.23959975,0.533941636,0.465728904,
,21,10,8,23,16,280.67,0.190422,0.239655625,0.575387826,0.465604311,
,21,10,9,0,17,281.71,0.204221,0.239539042,0.54461815,0.465864274,
,21,10,9,1,18,281.75,0.220103,0.239824083,0.509203699,0.465228675,
,21,10,9,2,19,281.79,0.202738,0.240184875,0.547925015,0.464424164,
,21,10,9,3,20,281.83,0.183084,0.240192583,0.591750453,0.464406976,
,21,10,9,4,21,281.88,0.294575,0.240297833,0.343142436,0.464172284,
,21,10,9,5,22,281.92,0.216478,0.239848542,0.517286899,0.465174136,
,21,10,9,6,23,281.96,0.240737,0.239904083,0.463193009,0.465050287,
,21,10,9,7,0,281.00,0.246537,0.239840667,0.450259889,0.465191696,
,21,10,9,8,1,281.04,0.246099,0.239683292,0.451236562,0.465542619,
,21,10,9,9,2,281.08,0.220289,0.239661375,0.508788947,0.46559149,
,21,10,9,10,3,281.13,0.263879,0.239460542,0.41158986,0.466039317,
,21,10,9,11,4,281.17,0.234258,0.239755292,0.477640196,0.46538207,
,21,10,9,12,5,281.21,0.1439,0.239731125,0.679124829,0.465435958,
,21,10,9,13,6,281.25,0.233848,0.239577708,0.478554434,0.465778054,
,21,10,9,14,7,281.29,0.26614,0.240164792,0.406548173,0.464468947,
,21,10,9,15,8,281.33,0.241822,0.240194208,0.460773624,0.464403352,
,21,10,9,16,9,281.38,0.344153,0.239533,0.232591017,0.465877746,
,21,10,9,17,10,281.42,0.226562,0.240046,0.494801109,0.464733834,
,21,10,9,18,11,281.46,0.164801,0.239370292,0.63251877,0.466240561,
,21,10,9,19,12,281.50,0.282078,0.239444458,0.37100885,0.466075181,
,21,10,9,20,13,281.54,0.370563,0.240552958,0.173700723,0.463603394,
,21,10,9,21,14,281.58,0.320852,0.239520667,0.284548712,0.465905248,
,21,10,9,22,15,281.63,0.198226,0.239589958,0.55798609,0.465750738,
,21,10,9,23,16,281.67,0.191755,0.239823792,0.572415439,0.465229325,
,21,10,10,0,17,282.71,0.202699,0.239833833,0.548011979,0.465206934,
,21,10,10,1,18,282.75,0.216326,0.24071075,0.517625836,0.463251542,
,21,10,10,2,19,282.79,0.202212,0.240273667,0.549097915,0.464226172,
,21,10,10,3,20,282.83,0.178264,0.23964775,0.602498322,0.465621871,
,21,10,10,4,21,282.88,0.301649,0.240216792,0.327368489,0.464352995,
,21,10,10,5,22,282.92,0.215898,0.240042917,0.518580211,0.46474071,
,21,10,10,6,23,282.96,0.237055,0.240390917,0.47140331,0.463964722,
,21,10,10,7,0,282.00,0.260627,0.2405855,0.418841326,0.463530831,
,21,10,10,8,1,282.04,0.246805,0.240783875,0.449662289,0.463088485,
,21,10,10,9,2,282.08,0.20442,0.240423458,0.54417441,0.463892159,
,21,10,10,10,3,282.13,0.276191,0.240350417,0.384135967,0.464055031,
,21,10,10,11,4,282.17,0.218041,0.240776625,0.513801646,0.463104651,
,21,10,10,12,5,282.21,0.14568,0.240768917,0.675155699,0.46312184,
,21,10,10,13,6,282.25,0.260452,0.240599625,0.41923155,0.463499334,
,21,10,10,14,7,282.29,0.241365,0.240877625,0.461792664,0.462879437,
,21,10,10,15,8,282.33,0.243485,0.240963792,0.457065386,0.462687298,
,21,10,10,16,9,282.38,0.349765,0.240940417,0.220077108,0.462739421,
,21,10,10,17,10,282.42,0.226803,0.241200208,0.494263715,0.462160125,
,21,10,10,18,11,282.46,0.185847,0.240947292,0.585589382,0.46272409,
,21,10,10,19,12,282.50,0.271588,0.240950583,0.394399959,0.462716751,
,21,10,10,20,13,282.54,0.355541,0.241563917,0.207197504,0.46134911,
,21,10,10,21,14,282.58,0.334509,0.240951333,0.254095674,0.462715078,
,21,10,10,22,15,282.63,0.194053,0.240958292,0.567291247,0.462699562,
,21,10,10,23,16,282.67,0.200107,0.241477917,0.553791746,0.461540877,
,21,10,11,0,17,283.71,0.207369,0.241528042,0.537598587,0.461429106,
,21,10,11,1,18,283.75,0.221087,0.241862792,0.507009528,0.460682664,
,21,10,11,2,19,283.79,0.193562,0.242584208,0.568386103,0.459074015,
,21,10,11,3,20,283.83,0.176511,0.241435917,0.606407246,0.461634531,
,21,10,11,4,21,283.88,0.311878,0.24131325,0.304559371,0.461908059,
,21,10,11,5,22,283.92,0.215713,0.240744958,0.518992733,0.463175263,
,21,10,11,6,23,283.96,0.232992,0.240725833,0.480463184,0.463217909,
,21,10,11,7,0,283.00,0.267299,0.240535667,0.403963778,0.463641952,
,21,10,11,8,1,283.04,0.248873,0.240429,0.445050963,0.463879802,
,21,10,11,9,2,283.08,0.203859,0.240517333,0.545425355,0.463682832,
,21,10,11,10,3,283.13,0.282426,0.240485458,0.370232863,0.463753909,
,21,10,11,11,4,283.17,0.211971,0.240405958,0.527336825,0.463931182,
,21,10,11,12,5,283.21,0.145759,0.24066375,0.674979541,0.463356345,
,21,10,11,13,6,283.25,0.275172,0.239702583,0.386408183,0.465499601,
,21,10,11,14,7,283.29,0.226663,0.239818375,0.494575894,0.465241403,
,21,10,11,15,8,283.33,0.243652,0.239602292,0.456693001,0.465723236,
,21,10,11,16,9,283.38,0.362236,0.239702125,0.19226867,0.465500623,
,21,10,11,17,10,283.42,0.228006,0.239484208,0.491581208,0.465986544,
,21,10,11,18,11,283.46,0.193881,0.23923775,0.567674781,0.466536109,
,21,10,11,19,12,283.50,0.288902,0.239325042,0.355792365,0.466341462,
,21,10,11,20,13,283.54,0.327982,0.2394405,0.268649894,0.466084007,
,21,10,11,21,14,283.58,0.331565,0.238623875,0.260660347,0.467904957,
,21,10,11,22,15,283.63,0.180414,0.238808542,0.597704148,0.467493179,
,21,10,11,23,16,283.67,0.199648,0.238697417,0.554815246,0.46774097,
,21,10,12,0,17,284.71,0.202805,0.238617792,0.547775615,0.467918522,
,21,10,12,1,18,284.75,0.218527,0.2390995,0.51271794,0.466844386,
,21,10,12,2,19,284.79,0.195682,0.239487708,0.563658824,0.46597874,
,21,10,12,3,20,284.83,0.175746,0.239085375,0.60811308,0.466875882,
,21,10,12,4,21,284.88,0.30997,0.238947625,0.308813921,0.467183044,
,21,10,12,5,22,284.92,0.2219,0.238920917,0.505196661,0.467242599,
,21,10,12,6,23,284.96,0.209924,0.239245417,0.531901325,0.466519014,
,21,10,12,7,0,284.00,0.270078,0.239452167,0.39776703,0.466057992,
,21,10,12,8,1,284.04,0.243687,0.239537542,0.456614956,0.465867619,
,21,10,12,9,2,284.08,0.206255,0.239455625,0.540082638,0.466050281,
,21,10,12,10,3,284.13,0.277196,0.239808583,0.38189497,0.465263237,
,21,10,12,11,4,284.17,0.206056,0.240460417,0.540526378,0.463809748,
,21,10,12,12,5,284.21,0.147854,0.240679292,0.670308009,0.46332169,
,21,10,12,13,6,284.25,0.277943,0.240474833,0.380229273,0.463777601,
,21,10,12,14,7,284.29,0.207064,0.2407765,0.538278691,0.46310493,
,21,10,12,15,8,284.33,0.248084,0.24108175,0.446810313,0.462424269,
,21,10,12,16,9,284.38,0.359569,0.241680875,0.198215675,0.461088311,
,21,10,12,17,10,284.42,0.226095,0.241442875,0.495842448,0.461619015,
,21,10,12,18,11,284.46,0.205442,0.241433625,0.541895505,0.461639641,
,21,10,12,19,12,284.50,0.298219,0.24186275,0.335016869,0.460682757,
,21,10,12,20,13,284.54,0.318326,0.242246708,0.290181309,0.459826588,
,21,10,12,21,14,284.58,0.328259,0.242034917,0.268032226,0.460298852,
,21,10,12,22,15,284.63,0.179773,0.242112667,0.599133481,0.460125481,
,21,10,12,23,16,284.67,0.207436,0.242282083,0.537449187,0.459747708,
,21,10,13,0,17,285.71,0.207767,0.2426535,0.536711108,0.458919505,
,21,10,13,1,18,285.75,0.220576,0.243258,0.508148981,0.457571561,
,21,10,13,2,19,285.79,0.193716,0.243784,0.568042706,0.456398661,
,21,10,13,3,20,285.83,0.184217,0.243938417,0.589224035,0.456054335,
,21,10,13,4,21,285.88,0.325614,0.242798167,0.273930175,0.45859692,
,21,10,13,5,22,285.92,0.227153,0.242890333,0.493483268,0.458391402,
,21,10,13,6,23,285.96,0.205017,0.243308,0.54284319,0.457460069,
,21,10,13,7,0,285.00,0.277318,0.243400208,0.381622928,0.457254458,
,21,10,13,8,1,285.04,0.251013,0.243193167,0.440279088,0.45771613,
,21,10,13,9,2,285.08,0.220634,0.243667958,0.508019649,0.456657417,
,21,10,13,10,3,285.13,0.271484,0.243356833,0.394631863,0.457351178,
,21,10,13,11,4,285.17,0.205834,0.243222458,0.541021404,0.457650814,
,21,10,13,12,5,285.21,0.158153,0.243174875,0.647342801,0.457756918,
,21,10,13,13,6,285.25,0.287158,0.243211542,0.359681221,0.457675156,
,21,10,13,14,7,285.29,0.201981,0.24324275,0.54961301,0.457605567,
,21,10,13,15,8,285.33,0.24995,0.243351292,0.442649417,0.457363535,
,21,10,13,16,9,285.38,0.363635,0.244264625,0.189149112,0.45532694,
,21,10,13,17,10,285.42,0.235009,0.2426635,0.47596558,0.458897206,
,21,10,13,18,11,285.46,0.21995,0.2422555,0.509544866,0.459806984,
,21,10,13,19,12,285.50,0.310843,0.24266725,0.306867264,0.458888844,
,21,10,13,20,13,285.54,0.322032,0.242869042,0.281917491,0.458438879,
,21,10,13,21,14,285.58,0.300893,0.242582083,0.329054254,0.459078753,
,21,10,13,22,15,285.63,0.181985,0.243132292,0.594201057,0.457851872,
,21,10,13,23,16,285.67,0.21746,0.242701042,0.515097188,0.458813494,
,21,10,14,0,17,286.71,0.20998,0.242674792,0.531776453,0.458872028,
,21,10,14,1,18,286.75,0.215607,0.243023125,0.519229097,0.458095297,
,21,10,14,2,19,286.79,0.205111,0.2438525,0.542633585,0.456245917,
,21,10,14,3,20,286.83,0.17675,0.24309825,0.605874312,0.45792778,
,21,10,14,4,21,286.88,0.322389,0.24226,0.281121435,0.45979695,
,21,10,14,5,22,286.92,0.226011,0.24217975,0.496029755,0.459975895,
,21,10,14,6,23,286.96,0.205897,0.242507,0.540880924,0.459246177,
,21,10,14,7,0,286.00,0.278067,0.242524208,0.379952772,0.459207806,
,21,10,14,8,1,286.04,0.253618,0.242406167,0.434470333,0.459471021,
,21,10,14,9,2,286.08,0.242554,0.242449208,0.459141375,0.459375044,
,21,10,14,10,3,286.13,0.233057,0.242610083,0.480318244,0.459016317,
,21,10,14,11,4,286.17,0.196042,0.2425835,0.562856079,0.459075594,
,21,10,14,12,5,286.21,0.168035,0.242818542,0.62530744,0.458551487,
,21,10,14,13,6,286.25,0.292001,0.242474625,0.348882066,0.459318369,
,21,10,14,14,7,286.29,0.195094,0.242540875,0.564969975,0.459170641,
,21,10,14,15,8,286.33,0.263155,0.242656,0.41320427,0.45891393,
,21,10,14,16,9,286.38,0.353285,0.243332167,0.212228042,0.457406181,
,21,10,14,17,10,286.42,0.234379,0.242945417,0.477370384,0.458268575,
,21,10,14,18,11,286.46,0.22831,0.242473,0.490903334,0.459321992,
,21,10,14,19,12,286.50,0.330748,0.243148333,0.262482133,0.457816101,
,21,10,14,20,13,286.54,0.30393,0.242828417,0.322282205,0.458529467,
,21,10,14,21,14,286.58,0.280775,0.242747208,0.373914343,0.458710549,
,21,10,14,22,15,286.63,0.180059,0.2434095,0.598495744,0.457233739,
,21,10,14,23,16,286.67,0.225314,0.243002917,0.497583959,0.458140359,
,21,10,15,0,17,287.71,0.210393,0.242929208,0.530855526,0.458304717,
,21,10,15,1,18,287.75,0.212774,0.243466583,0.525546257,0.457106452,
,21,10,15,2,19,287.79,0.206144,0.243888917,0.540330151,0.456164713,
,21,10,15,3,20,287.83,0.180611,0.243882417,0.597264868,0.456179207,
,21,10,15,4,21,287.88,0.321751,0.243262583,0.282544079,0.457561341,
,21,10,15,5,22,287.92,0.231652,0.243181583,0.483451181,0.457741959,
,21,10,15,6,23,287.96,0.197643,0.243282875,0.559286092,0.457516094,
,21,10,15,7,0,287.00,0.279657,0.243398625,0.376407313,0.457257989,
,21,10,15,8,1,287.04,0.256381,0.243403667,0.428309262,0.457246747,
,21,10,15,9,2,287.08,0.258782,0.243430208,0.422955396,0.457187563,
,21,10,15,10,3,287.13,0.223775,0.244442083,0.501015696,0.454931235,
,21,10,15,11,4,287.17,0.184704,0.244180667,0.588138099,0.455514155,
,21,10,15,12,5,287.21,0.184243,0.244154458,0.589166059,0.455572595,
,21,10,15,13,6,287.25,0.284323,0.244403,0.366002841,0.455018385,
,21,10,15,14,7,287.29,0.193145,0.244408583,0.569315949,0.455005935,
,21,10,15,15,8,287.33,0.27905,0.244377333,0.377760831,0.455075618,
,21,10,15,16,9,287.38,0.343527,0.244810708,0.233986902,0.454109257,
,21,10,15,17,10,287.42,0.23261,0.244467083,0.481314986,0.454875489,
,21,10,15,18,11,287.46,0.241207,0.2437545,0.46214498,0.456464442,
,21,10,15,19,12,287.50,0.340884,0.244115792,0.239880391,0.455658816,
,21,10,15,20,13,287.54,0.303774,0.244159708,0.322630061,0.455560889,
,21,10,15,21,14,287.58,0.265899,0.244291083,0.407085566,0.455267942,
,21,10,15,22,15,287.63,0.178115,0.245109667,0.602830569,0.453442626,
,21,10,15,23,16,287.67,0.227745,0.243408958,0.492163198,0.457234947,
,21,10,16,0,17,288.71,0.213171,0.243509458,0.524661007,0.457010847,
,21,10,16,1,18,288.75,0.212895,0.243891958,0.525276445,0.45615793,
,21,10,16,2,19,288.79,0.206781,0.244377792,0.538909738,0.455074596,
,21,10,16,3,20,288.83,0.204896,0.244461458,0.543113002,0.454888032,
,21,10,16,4,21,288.88,0.315477,0.24426325,0.296534147,0.455330006,
,21,10,16,5,22,288.92,0.231023,0.243982833,0.484853755,0.455955293,
,21,10,16,6,23,288.96,0.203608,0.244097667,0.545985047,0.455699232,
,21,10,16,7,0,288.00,0.279791,0.24412175,0.376108513,0.45564553,
,21,10,16,8,1,288.04,0.255631,0.244152417,0.429981648,0.455577148,
,21,10,16,9,2,288.08,0.269183,0.244220208,0.399762744,0.455425983,
,21,10,16,10,3,288.13,0.215528,0.244768,0.519405255,0.45420449,
,21,10,16,11,4,288.17,0.167602,0.244162,0.626272965,0.455555779,
,21,10,16,12,5,288.21,0.192914,0.244057417,0.569831044,0.455788984,
,21,10,16,13,6,288.25,0.285377,0.244549625,0.363652581,0.454691434,
,21,10,16,14,7,288.29,0.196298,0.244560417,0.562285238,0.45466737,
,21,10,16,15,8,288.33,0.298696,0.244451792,0.333953231,0.454909587,
,21,10,16,16,9,288.38,0.30271,0.244734542,0.32500262,0.454279097,
,21,10,16,17,10,288.42,0.235022,0.2447915,0.475936592,0.454152089,
,21,10,16,18,11,288.46,0.250387,0.244618333,0.441674973,0.454538224,
,21,10,16,19,12,288.50,0.352544,0.244895125,0.21388036,0.453921021,
,21,10,16,20,13,288.54,0.305782,0.244729333,0.318152526,0.454290711,
,21,10,16,21,14,288.58,0.261142,0.245006958,0.417692954,0.45367165,
,21,10,16,22,15,288.63,0.171385,0.245777958,0.617837449,0.451952437,
,21,10,16,23,16,288.67,0.230501,0.244405958,0.486017736,0.455011788,
,21,10,17,0,17,289.71,0.213749,0.244376042,0.523372155,0.455078498,
,21,10,17,1,18,289.75,0.213631,0.24478925,0.523635277,0.454157106,
,21,10,17,2,19,289.79,0.208408,0.245312667,0.535281775,0.452989966,
