Kend,year,month,day,hour,localHour,dayTime,MP1rms,MP1rms_Smoothed,NMRI_Proxy,NMRI_Proxy_smoothed,maximum_MP1rms
,21,10,17,3,20,289.83,0.218043,0.2449625,0.513797186,0.453770785,
,21,10,17,4,21,289.88,0.300933,0.244576125,0.328965061,0.454632343,
,21,10,17,5,22,289.92,0.228513,0.244589792,0.490450675,0.454601868,
,21,10,17,6,23,289.96,0.215421,0.244852833,0.519643849,0.454015325,
,21,10,17,7,0,289.00,0.28005,0.245038708,0.375530983,0.453600852,
,21,10,17,8,1,289.04,0.253024,0.245088083,0.435794863,0.453490753,
,21,10,17,9,2,289.08,0.275969,0.2449,0.384630994,0.45391015,
,21,10,17,10,3,289.13,0.216895,0.245187,0.516357052,0.453270184,
,21,10,17,11,4,289.17,0.163446,0.245253917,0.635540214,0.45312097,
,21,10,17,12,5,289.21,0.199557,0.245377708,0.555018162,0.452844933,
,21,10,17,13,6,289.25,0.281398,0.246005208,0.372525147,0.451445704,
,21,10,17,14,7,289.29,0.202961,0.245535958,0.547427758,0.45249206,
,21,10,17,15,8,289.33,0.3172,0.245558375,0.292692118,0.452442074,
,21,10,17,16,9,289.38,0.269782,0.245699167,0.398427065,0.45212813,
,21,10,17,17,10,289.42,0.234304,0.245963,0.477537623,0.451539822,
,21,10,17,18,11,289.46,0.260304,0.245815167,0.419561567,0.451869468,
,21,10,17,19,12,289.50,0.365106,0.245926417,0.185869005,0.451621397,
,21,10,17,20,13,289.54,0.297378,0.245922292,0.336892171,0.451630595,
,21,10,17,21,14,289.58,0.251869,0.246297208,0.438370338,0.450794588,
,21,10,17,22,15,289.63,0.171713,0.246878375,0.617106058,0.449498674,
,21,10,17,23,16,289.67,0.236814,0.2462655,0.471940704,0.450865293,
,21,10,18,0,17,290.71,0.21821,0.246034167,0.513424802,0.451381131,
,21,10,18,1,18,290.75,0.214816,0.246144958,0.520992907,0.451134082,
,21,10,18,2,19,290.79,0.203894,0.249618083,0.54534731,0.44338954,
,21,10,18,3,20,290.83,0.224931,0.249508833,0.498437991,0.443633151,
,21,10,18,4,21,290.88,0.302539,0.251878167,0.325383924,0.438349897,
,21,10,18,5,22,290.92,0.231484,0.25177125,0.483825795,0.438588305,
,21,10,18,6,23,290.96,0.230481,0.251813667,0.486062333,0.438493723,
,21,10,18,7,0,290.00,0.268788,0.251962958,0.400643534,0.438160825,
,21,10,18,8,1,290.04,0.253562,0.251914333,0.434595204,0.438269251,
,21,10,18,9,2,290.08,0.279348,0.2518995,0.377096336,0.438302327,
,21,10,18,10,3,290.13,0.223227,0.252135917,0.502237653,0.437775154,
,21,10,18,11,4,290.17,0.159898,0.252086042,0.643451716,0.437886368,
,21,10,18,12,5,290.21,0.202227,0.25210825,0.549064467,0.437836846,
,21,10,18,13,6,290.25,0.281299,0.252439833,0.372745902,0.437097466,
,21,10,18,14,7,290.29,0.211959,0.251405792,0.527363583,0.439403222,
,21,10,18,15,8,290.33,0.331148,0.251372042,0.261590194,0.439478479,
,21,10,18,16,9,290.38,0.255073,0.251120542,0.431225904,0.440039286,
,21,10,18,17,10,290.42,0.228752,0.251076042,0.489917741,0.440138514,
,21,10,18,18,11,290.46,0.262963,0.250875792,0.413632401,0.440585042,
,21,10,18,19,12,290.50,0.448461,0.250881958,0,0.440571291,
,21,10,18,20,13,290.54,0.294756,0.250748833,0.342738833,0.440868139,
,21,10,18,21,14,290.58,0.308733,0.251091917,0.311572244,0.440103116,
,21,10,18,22,15,290.63,0.169147,0.251455542,0.622827849,0.439292287,
,21,10,18,23,16,290.67,0.237832,0.251017417,0.469670718,0.440269239,
,21,10,19,0,17,291.71,0.221793,0.250921417,0.505435255,0.440483305,
,21,10,19,1,18,291.75,0.213649,0.251336667,0.52359514,0.43955736,
,21,10,19,2,19,291.79,0.203538,0.248539792,0.546141136,0.445793967,
,21,10,19,3,20,291.83,0.230605,0.24871925,0.485785832,0.445393802,
,21,10,19,4,21,291.88,0.301342,0.245977875,0.328053053,0.451506653,
,21,10,19,5,22,291.92,0.232017,0.245927583,0.482637286,0.451618796,
,21,10,19,6,23,291.96,0.238439,0.24601875,0.4683172,0.451415508,
,21,10,19,7,0,291.00,0.243971,0.246237208,0.45598168,0.450928379,
,21,10,19,8,1,291.04,0.252752,0.246166292,0.436401382,0.451086512,
,21,10,19,9,2,291.08,0.273312,0.246201167,0.3905557,0.451008746,
,21,10,19,10,3,291.13,0.222159,0.246947542,0.504619131,0.449344443,
,21,10,19,11,4,291.17,0.155092,0.246658375,0.654168367,0.449989241,
,21,10,19,12,5,291.21,0.202375,0.2470245,0.54873445,0.449172838,
,21,10,19,13,6,291.25,0.278104,0.247250375,0.379870267,0.448669171,
,21,10,19,14,7,291.29,0.220193,0.247223583,0.509003013,0.448728912,
,21,10,19,15,8,291.33,0.339875,0.247433042,0.242130308,0.448261852,
,21,10,19,16,9,291.38,0.244558,0.247443458,0.454672759,0.448238624,
,21,10,19,17,10,291.42,0.226448,0.2477735,0.495055311,0.447502681,
,21,10,19,18,11,291.46,0.272929,0.247662542,0.391409732,0.447750102,
,21,10,19,19,12,291.50,0.381336,0.248123042,0.149678567,0.446723257,
,21,10,19,20,13,291.54,0.299063,0.248276708,0.333134877,0.446380603,
,21,10,19,21,14,291.58,0.24294,0.2484475,0.458280653,0.445999764,
,21,10,19,22,15,291.63,0.16794,0.24908775,0.625519276,0.444572103,
,21,10,19,23,16,291.67,0.24002,0.249243208,0.46479181,0.444225455,
,21,10,20,0,17,292.71,0.227036,0.247819,0.493744161,0.447401223,
,21,10,20,1,18,292.75,0.211947,0.248029083,0.527390342,0.446932769,
,21,10,20,2,19,292.79,0.204375,0.248324833,0.544274753,0.446273292,
,21,10,20,3,20,292.83,0.248518,0.248644833,0.445842559,0.44555974,
,21,10,20,4,21,292.88,0.294402,0.248332083,0.3435282,0.446257125,
,21,10,20,5,22,292.92,0.240804,0.248489625,0.463043609,0.445905831,
,21,10,20,6,23,292.96,0.24386,0.248605,0.456229193,0.445648563,
,21,10,20,7,0,292.00,0.243328,0.248752458,0.457415472,0.445319753,
,21,10,20,8,1,292.04,0.257779,0.248578167,0.425191934,0.445708397,
,21,10,20,9,2,292.08,0.273562,0.248491792,0.389998238,0.445901,
,21,10,20,10,3,292.13,0.23008,0.249257583,0.486956502,0.444193401,
,21,10,20,11,4,292.17,0.152429,0.24869,0.660106453,0.445459025,
,21,10,20,12,5,292.21,0.213427,0.249030208,0.524090166,0.444700412,
,21,10,20,13,6,292.25,0.281792,0.249240292,0.371646587,0.444231958,
,21,10,20,14,7,292.29,0.224292,0.249504125,0.499862864,0.44364365,
,21,10,20,15,8,292.33,0.355241,0.249591917,0.207866459,0.443447888,
,21,10,20,16,9,292.38,0.248289,0.249662292,0.446353195,0.443290962,
,21,10,20,17,10,292.42,0.192267,0.249813417,0.571273756,0.442953977,
,21,10,20,18,11,292.46,0.277971,0.249760875,0.380166837,0.443071137,
,21,10,20,19,12,292.50,0.388434,0.250029458,0.133851104,0.442472237,
,21,10,20,20,13,292.54,0.306743,0.2498495,0.316009642,0.442873516,
,21,10,20,21,14,292.58,0.235434,0.25001,0.475017895,0.442515626,
,21,10,20,22,15,292.63,0.171721,0.250474708,0.617088219,0.441479397,
,21,10,20,23,16,292.67,0.242789,0.250624958,0.45861736,0.441144362,
,21,10,21,0,17,293.71,0.230575,0.249725625,0.485852727,0.443149739,
,21,10,21,1,18,293.75,0.207764,0.24979175,0.536717797,0.44300229,
,21,10,21,2,19,293.79,0.202302,0.249908625,0.548897229,0.442741677,
,21,10,21,3,20,293.83,0.266897,0.250243042,0.404860177,0.441995978,
,21,10,21,4,21,293.88,0.28078,0.24996725,0.373903193,0.442610952,
,21,10,21,5,22,293.92,0.248969,0.249989667,0.444836898,0.442560966,
,21,10,21,6,23,293.96,0.248902,0.249887833,0.444986298,0.442788039,
,21,10,21,7,0,293.00,0.24966,0.250255917,0.443296073,0.441967269,
,21,10,21,8,1,293.04,0.259886,0.250127083,0.420493644,0.442254548,
,21,10,21,9,2,293.08,0.275251,0.249970625,0.386232025,0.442603426,
,21,10,21,10,3,293.13,0.233707,0.251101917,0.478868843,0.440080817,
,21,10,21,11,4,293.17,0.151168,0.249071583,0.662918292,0.444608152,
,21,10,21,12,5,293.21,0.219873,0.249257292,0.509716564,0.444194051,
,21,10,21,13,6,293.25,0.277473,0.249429042,0.381277302,0.443811075,
,21,10,21,14,7,293.29,0.228144,0.24974975,0.491273489,0.443095944,
,21,10,21,15,8,293.33,0.366394,0.249687667,0.182996961,0.44323438,
,21,10,21,16,9,293.38,0.251895,0.249564458,0.438312362,0.443509116,
,21,10,21,17,10,293.42,0.170683,0.249783458,0.619402802,0.443020779,
,21,10,21,18,11,293.46,0.279558,0.249684208,0.376628068,0.443242092,
,21,10,21,19,12,293.50,0.391239,0.250496083,0.12759638,0.441431734,
,21,10,21,20,13,293.54,0.314769,0.250426833,0.298112879,0.441586151,
,21,10,21,21,14,293.58,0.228815,0.250666208,0.48977726,0.441052381,
,21,10,21,22,15,293.63,0.172259,0.250882958,0.615888561,0.440569061,
,21,10,21,23,16,293.67,0.240345,0.250485958,0.46406711,0.441454311,
,21,10,22,0,17,294.71,0.239409,0.250049667,0.466154248,0.442427175,
,21,10,22,1,18,294.75,0.204672,0.250394833,0.543612488,0.441657506,
,21,10,22,2,19,294.79,0.198547,0.250468958,0.557270309,0.441492218,
,21,10,22,3,20,294.83,0.294048,0.2508045,0.344317566,0.440744011,
,21,10,22,4,21,294.88,0.232052,0.250282333,0.482559241,0.441908364,
,21,10,22,5,22,294.92,0.253426,0.25092,0.434898464,0.440486464,
,21,10,22,6,23,294.96,0.253024,0.250582458,0.435794863,0.44123913,
,21,10,22,7,0,294.00,0.257357,0.250373875,0.42613293,0.44170424,
,21,10,22,8,1,294.04,0.258396,0.250462292,0.423816118,0.441507084,
,21,10,22,9,2,294.08,0.272294,0.250249583,0.392825686,0.441981391,
,21,10,22,10,3,294.13,0.238963,0.250752542,0.46714876,0.44085987,
,21,10,22,11,4,294.17,0.148786,0.250269625,0.66822979,0.441936701,
,21,10,22,12,5,294.21,0.239358,0.250575917,0.46626797,0.441253717,
,21,10,22,13,6,294.25,0.275811,0.250549042,0.38498331,0.441313645,
,21,10,22,14,7,294.29,0.233889,0.250559458,0.47846301,0.441290417,
,21,10,22,15,8,294.33,0.371596,0.249973375,0.17139729,0.442597294,
,21,10,22,16,9,294.38,0.242367,0.249826875,0.459558356,0.442923967,
,21,10,22,17,10,294.42,0.160212,0.25008825,0.642751544,0.44234114,
,21,10,22,18,11,294.46,0.287842,0.24999125,0.358156005,0.442557435,
,21,10,22,19,12,294.50,0.393018,0.250133625,0.123629479,0.442239961,
,21,10,22,20,13,294.54,0.322822,0.249813208,0.280155911,0.442954441,
,21,10,22,21,14,294.58,0.216283,0.249997875,0.517721719,0.442542663,
,21,10,22,22,15,294.63,0.187563,0.250103875,0.581762963,0.442306299,
,21,10,22,23,16,294.67,0.232244,0.249742958,0.482131111,0.443111088,
,21,10,23,0,17,295.71,0.234403,0.249976417,0.477316868,0.442590511,
,21,10,23,1,18,295.75,0.206794,0.249833542,0.53888075,0.442909101,
,21,10,23,2,19,295.79,0.193442,0.249753,0.568653684,0.443088697,
,21,10,23,3,20,295.83,0.306119,0.249833917,0.317401067,0.442908265,
,21,10,23,4,21,295.88,0.220462,0.249514542,0.508403183,0.443620423,
,21,10,23,5,22,295.92,0.260777,0.249846708,0.418506849,0.442879741,
,21,10,23,6,23,295.96,0.252379,0.24909825,0.437233115,0.44454869,
,21,10,23,7,0,295.00,0.257607,0.248923375,0.425575468,0.444938635,
,21,10,23,8,1,295.04,0.24433,0.248963333,0.455181164,0.444849534,
,21,10,23,9,2,295.08,0.268778,0.248751875,0.400665833,0.445321054,
,21,10,23,10,3,295.13,0.245236,0.249121542,0.453160921,0.444496753,
,21,10,23,11,4,295.17,0.146458,0.249262125,0.673420877,0.444183273,
,21,10,23,12,5,295.21,0.242775,0.248981917,0.458648578,0.444808096,
,21,10,23,13,6,295.25,0.268121,0.249278208,0.402130843,0.44414741,
,21,10,23,14,7,295.29,0.238321,0.249359042,0.468580322,0.443967164,
,21,10,23,15,8,295.33,0.37414,0.248782625,0.165724556,0.445252486,
,21,10,23,16,9,295.38,0.233705,0.249016042,0.478873302,0.444732002,
,21,10,23,17,10,295.42,0.165815,0.24867,0.630257704,0.445503622,
,21,10,23,18,11,295.46,0.284413,0.248634792,0.365802154,0.445582132,
,21,10,23,19,12,295.50,0.391085,0.249219167,0.127939776,0.444279064,
,21,10,23,20,13,295.54,0.324764,0.249153042,0.275825546,0.444426513,
,21,10,23,21,14,295.58,0.208618,0.249174583,0.534813507,0.444378478,
,21,10,23,22,15,295.63,0.195535,0.24957075,0.563986612,0.443495087,
,21,10,23,23,16,295.67,0.214281,0.249676125,0.522185876,0.443260116,
,21,10,24,0,17,296.71,0.230206,0.250018375,0.486675541,0.442496951,
,21,10,24,1,18,296.75,0.207753,0.250361917,0.536742325,0.441730905,
,21,10,24,2,19,296.79,0.188367,0.25037925,0.579970165,0.441692254,
,21,10,24,3,20,296.83,0.314991,0.251013375,0.297617853,0.440278252,
,21,10,24,4,21,296.88,0.223836,0.250914542,0.500879675,0.440498635,
,21,10,24,5,22,296.92,0.254052,0.251180542,0.433502579,0.439905495,
,21,10,24,6,23,296.96,0.25949,0.251276583,0.421376664,0.439691337,
,21,10,24,7,0,296.00,0.259547,0.251374625,0.421249562,0.439472719,
,21,10,24,8,1,296.04,0.230496,0.250945583,0.486028885,0.440429417,
,21,10,24,9,2,296.08,0.27438,0.250812625,0.388174223,0.440725894,
,21,10,24,10,3,296.13,0.236931,0.251074167,0.471679812,0.440142695,
,21,10,24,11,4,296.17,0.145613,0.251040625,0.675305099,0.440217488,
,21,10,24,12,5,296.21,0.2568,0.250822708,0.427374956,0.440703409,
,21,10,24,13,6,296.25,0.266534,0.251518833,0.405669612,0.439151156,
,21,10,24,14,7,296.29,0.238838,0.251589208,0.467427491,0.438994231,
,21,10,24,15,8,296.33,0.383648,0.250980042,0.144523158,0.44035258,
,21,10,24,16,9,296.38,0.236234,0.251413583,0.473234016,0.439385848,
,21,10,24,17,10,296.42,0.174029,0.250588167,0.61194173,0.441226402,
,21,10,24,18,11,296.46,0.292658,0.250619875,0.347417055,0.441155697,
,21,10,24,19,12,296.50,0.391501,0.251618875,0.127012159,0.438928078,
,21,10,24,20,13,296.54,0.339983,0.250124167,0.241889484,0.442261051,
,21,10,24,21,14,296.58,0.206246,0.250318167,0.540102707,0.441828461,
,21,10,24,22,15,296.63,0.201919,0.250498333,0.54975126,0.441426716,
,21,10,24,23,16,296.67,0.216586,0.250558042,0.517046075,0.441293576,
,21,10,25,0,17,297.71,0.232559,0.251437542,0.481428708,0.439332424,
,21,10,25,1,18,297.75,0.197456,0.25115775,0.559703073,0.439956317,
,21,10,25,2,19,297.79,0.185176,0.249741292,0.587085611,0.443114804,
,21,10,25,3,20,297.83,0.321268,0.250230125,0.283621095,0.44202478,
,21,10,25,4,21,297.88,0.223031,0.249783167,0.502674703,0.44302143,
,21,10,25,5,22,297.92,0.248822,0.249853792,0.445164685,0.442863947,
,21,10,25,6,23,297.96,0.276197,0.249723,0.384122588,0.443155592,
,21,10,25,7,0,297.00,0.261236,0.249650417,0.417483349,0.443317442,
,21,10,25,8,1,297.04,0.215876,0.249508375,0.518629268,0.443634173,
,21,10,25,9,2,297.08,0.284785,0.2494275,0.364972651,0.443814512,
,21,10,25,10,3,297.13,0.217121,0.249738542,0.515853107,0.443120937,
,21,10,25,11,4,297.17,0.146374,0.249866333,0.673608184,0.442835981,
,21,10,25,12,5,297.21,0.280776,0.249366417,0.373912113,0.443950719,
,21,10,25,13,6,297.25,0.230661,0.249480583,0.48566096,0.443696145,
,21,10,25,14,7,297.29,0.243494,0.249469667,0.457045317,0.443720487,
,21,10,25,15,8,297.33,0.387972,0.249350208,0.134881294,0.443986861,
,21,10,25,16,9,297.38,0.237667,0.249456958,0.470038643,0.443748825,
,21,10,25,17,10,297.42,0.195137,0.249145125,0.564874092,0.444444166,
,21,10,25,18,11,297.46,0.285943,0.249000125,0.362390487,0.444767494,
,21,10,25,19,12,297.50,0.357506,0.249298417,0.202815852,0.444102349,
,21,10,25,20,13,297.54,0.351715,0.248788958,0.215728904,0.445238363,
,21,10,25,21,14,297.58,0.195519,0.24880725,0.56402229,0.445197576,
,21,10,25,22,15,297.63,0.203614,0.248532583,0.545971668,0.445810041,
,21,10,25,23,16,297.67,0.213447,0.248495833,0.524045569,0.445891988,
,21,10,26,0,17,298.71,0.230817,0.2487095,0.485313104,0.445415543,
,21,10,26,1,18,298.75,0.194047,0.249572167,0.567304626,0.443491928,
,21,10,26,2,19,298.79,0.183235,0.248607542,0.591413746,0.445642895,
,21,10,26,3,20,298.83,0.328733,0.248209958,0.266975278,0.446529446,
,21,10,26,4,21,298.88,0.226098,0.247732792,0.495835758,0.447593455,
,21,10,26,5,22,298.92,0.236824,0.247808333,0.471918405,0.447425008,
,21,10,26,6,23,298.96,0.278937,0.247788542,0.378012804,0.447469141,
,21,10,26,7,0,298.00,0.260974,0.248526435,0.418067569,0.445823751,
,21,10,26,8,1,298.04,0.213009,0.251002773,0.525022243,0.440301893,
,21,10,26,9,2,298.08,0.287347,0.25422981,0.35925978,0.433106091,
,21,10,26,10,3,298.13,0.209637,0.25050465,0.532541291,0.441412631,
,21,10,26,11,4,298.17,0.142894,0.251789211,0.681368057,0.438548256,
,21,10,26,12,5,298.21,0.287935,0.252620611,0.357948629,0.436694359,
,21,10,26,13,6,298.25,0.218434,0.251072588,0.512925316,0.440146215,
,21,10,26,14,7,298.29,0.243933,0.25045375,0.456066414,0.44152613,
,21,10,26,15,8,298.33,0.38138,0.252950067,0.149580454,0.435959723,
,21,10,26,16,9,298.38,0.236785,0.250493143,0.472005369,0.44143829,
,21,10,26,17,10,298.42,0.200265,0.253635923,0.55343943,0.434430367,
,21,10,26,18,11,298.46,0.306647,0.262864417,0.316223707,0.413852226,
,21,10,26,19,12,298.50,0.334355,0.260585273,0.254439071,0.418934372,
,21,10,26,20,13,298.54,0.342173,0.2648004,0.237006116,0.409535277,
,21,10,26,21,14,298.58,0.184067,0.267119,0.589558512,0.404365151,
,21,10,26,22,15,298.63,0.205427,0.252836375,0.541928953,0.436213238,
,21,10,26,23,16,298.67,0.212972,0.255129429,0.525104747,0.431100077,
